content,score,sentiment
suka macet loading match rendering banget chipset shotgun realme heran update tolong pubg mobile atasi,2,0
matchmaking seru,4,2
halo tencent krafton bug permasalahan mengembalikan erangel erangel segi grafis detail nyata erangel grafiknya suka karenakan detail asli nyata realistis airnya refleksinya biru refleksinya lihat bagus tunggu perbaikannya salam player old pubg mobile,3,1
update sulit masuk match suka mental masuk,3,1
tolong bug mobil bug scope habis update bug semalam update penuh update,3,1
game bagus buka,2,0
keren bagus,5,2
tencent curang kill death rasio ketemu player kill death rasio adu adil,3,1
tolong developer pubg kaya pensiun developer pensiun kenangan musim musim terlupakan,1,0
main pubg,2,0
suka game,3,1
cheat masuk,3,1
belom hasil,3,1
download berjalan pause download mohon fixed bug scene login macet situ mematikan data dihidupkan tolong fixed,4,2
game seru ayo download,5,2
tolong skin baju mythic animasi gerak gerak hilangkan user handphone low beli skin baju mythic menikmati animasi tolong perbaiki perbaiki naikkan bintang,2,0
anymore,3,1
game grafis buruk loading banget hapus game,1,0
menunggu permainan,1,0
berkat pubg pacar orang memperlakukan ratu terima kasih pubg,5,2
main teman seru handphone kuat,2,0
game call duty mobile update download ulang resource download mengesalkan mengesalkan paket data internet habis download ulang resource pack bodoh update update update update download resource pack,3,1
dear tencent merasakan pengalaman bermain maksimal bug didalam game salah satunya bug shotgun shotgun rapid fire shotgun dbs sinyal bagus tembakkan mengeluarkan peluru berjalan posisi berjalan alami berkalikali,2,0
disemua game game sukai kecewa cheat sekian terima,4,2
akun masuk twitter,1,0
mohon perbaiki main peta tdm bug lihat musuh teman,3,1
game berat update,2,0
giroskop berfungsi disaat aktifkan tolong dibantu,1,0
perbaiki bug,3,1
download loading banget sinyal,3,1
berat game,1,0
game kedepan file kurangi terima kasih,3,1
silahkan bermain game luang,3,1
update masuk game versi undang teman diundang teman update update mohon solusinya terima kasih,3,1
tolong perbaiki gamenya bangkai main rank bug babi,2,0
update,3,1
developer tolong handphone kentang handphone spesifikasi rendah perbaiki drop fps ruang penyimpanan ram grafis mendukung smooth ultra drop fps bug fps tolong diperbaiki chipset unisoc,3,1
lumayan mengesalkan,4,2
hantu touch hilang sensitivitasnya turunkan,4,2
parah banget bug mohon diperbaiki,3,1
kali download patah game sulit mencari senjata tembak musuh patah kadang macet jalan lobi game suka maaf bintang kurangi,3,1
game busuk android ios bug scope lari bermain library benarkan bug memperbarui outfit outfit bagus kualitas game busuk banget,1,0
suka game tolong bug lag tolong perbaiki,4,2
masuk,4,2
berat banyakkan fitur enak gameplay sederhana ringan semoga masukan didengar,3,1
masuk game,3,1
seru intinya main game jarang winner,4,2
hai sahabat skin senjata trial,1,0
admin pubg melaporkan pemain pubg curang menyerang membunuh teman tim mengalami tolong pemain curang blokir merugikan pemain terima kasih tanggap,4,2
game haram berperang bertamu dasar game haram game bertamu haram game jelek enak game free fire epik game mahal jelek haram mengambil game haram game menyembah patung bodoh game haram,1,0
grafis mantap,5,2
senang bermain,5,2
upgrade login akun,3,1
tencent mohon harga pubg kurangi mega byte,4,2
admin bagus sinyalku bug habis recall livik,3,1
game mantap,4,2
game bodoh,1,0
game menghibur bertengkar,3,1
sinyal berat tanggal bug update game mobile kasihan tolong sesuaikan,3,1
update error peta erangel bangunan rumah senjata melayang bayangan musuh bug mengambil senjata terhalang tembok install ulang,2,0
beruntung server kali masuk pubg mobile macet loading kecewa,1,0
bagus rekomendasi banget keren bug,4,2
lumayan update terbaru,4,2
bagus,5,2
bug game tdm bug giroskop,3,1
anjing,4,2
lumayan suka kalahnya penasaran ambisi,4,2
jelek game rusak,1,0
bagus,4,2
gachanya parah bro bagus buka peti anjing isinya stiker beli elit pass kapok gacha game dapatnya bangkai bug step perbaiki aduh,2,0
excuse tolong turn otomatis download disturbing lobi pakai internet connection unstable terima kasih,4,2
naga frame parah tabrak squad,3,1
kebanyak bug laporkan bug grafisnya cacat koneksi stabil pakai wifi bug relog game parah tolong,2,0
seru update sinyal bagus,4,2
bug uninstall maaf,2,0
bug layar kadang layarnya hitam,3,1
kadang suka lag sinyal suka lag sinyal bagus update kepasang,4,2
pubg game haram,1,0
tolong handphone disegerakan mendukung giroskop sulit giroskop,2,0
ajarkan bermain,3,1
moga menghibur,5,2
bagus keren,4,2
update enak,3,1
banget,4,2
download free fire,1,0
mantap,4,2
masuk sanhok miramar sulit menunggu berjam jam bosan main erangel,2,0
bagus banget menunggu,4,2
game haram,3,1
game beli kasih gratiskan habis,1,0
mohon maaf bug sukai main bareng teman update bercanda melemparkan motor bug macet udara lelah pubg diperbaiki ubah bintang bintang,3,1
sahabat masukan maluku utara papua,5,2
maaf kasih sulit hahaha,4,2
kaku bos seru,4,2
log game download,2,0
anjing,3,1
tolong perhatikan pemain spesifikasi menengah nyaman memainkan game frame menyebabkan lag crash game,3,1
bagus ever,3,1
pensiun handphone sanggup semenjak update frame pubg terima kasih menemani see,2,0
bagus,4,2
tolong tencent handphone dibawah minimal memperbaiki suara kendaraan handphone minimal suara kendaraannya terdengarnya musuh pakai kendaraan sekian terima kasih,4,2
skin skin related suka perang skin mencolok,3,1
kesalahan game,3,1
salam chicken dinner game suara langka kaki tembakkan terdengar tolong informasi mohon partisipasinya,2,0
acaranya menjijikan rekomendasikan orang berpikir mendapatkannya membuatnya pajangan memberatkan penyimpanan memori berguna event gunanya,1,0
game mati asap,2,0
akun teman banned kesalahan,1,0
lumayan bagus,3,1
frame sinyal,3,1
keren,5,2
winner winner chicken dinner,1,0
ok,5,2
mantap,4,2
bug,3,1
jelek,3,1
hahaha,2,0
overall bagus keren mantap sayang kadang suara langkah kaki patah patah handphone penyimpanan coba handphone patah patah mohon perbaiki,4,2
game rusak mengalami bug spectator recall menerus sinyal,1,0
temanku hack,1,0
asyik,4,2
tolong developer masak asyik asyik main cheat banned tolong sistem banned meresahkan player streamer tolong terima kasih,4,2
livik bug sanhok perang tulisan match end sisa orang langsung paksa lobi lobi tulisannya sinyal frame fps stabil kejadian kecuali erangel miramar tolong perbaiki biar player nyaman main gamenya sepi indonesia,2,0
suka,5,2
bagus,5,2
mendapati kegagalan masuk twitter tolong perbaiki,2,0
bug parah game berat,2,0
bug giroskop game kaya call duty apex state giroskop aman pubg main match giroskop gerak arahkan tolong perbaiki bug next update,1,0
bug grafis cacat koneksi buruk,2,0
tolong kembalikan suara high pubg lag banget handphone,2,0
game haram,2,0
game bagus menguras kantong segi handphone harganya juta skin mahal kalangan menengah tersenyum,1,0
macet game,3,1
seruan pubg omong omong mode payload balikkan pubg seru mode,3,1
tolong perbanyak botnya player pemula,4,2
bug,3,1
game pubg mobile game terbaik mainkan,5,2
bodoh banget kasih bintang hahaha,3,1
kocak,1,0
ok,3,1
main ketemu,2,0
developer bintang mobil mobil bug mobil mundur tolong developer mohon diperbaiki,3,1
cheat,3,1
vektor buff amunisi puluhan tembak kena reload,1,0
pelanggan setia pubg,4,2
tolong perbaiki bangga loading download data,3,1
cemas celana masuk shield,3,1
game haram,2,0
sinyal telkomsel,4,2
matching menit,3,1
game bagus,5,2
bagus,5,2
cepat panas handphone lag tombol event royale pass download data,5,2
bug admin tonton teman tdm peluru mati teman bergerak tolong admin perbaiki,2,0
maaf kasih sulit hahaha,4,2
kali download sulit masuk akun sinyal bagus,3,1
game bagus banget tolong main bareng,5,2
bangga pubg,5,2
anjing login login bilang opsi batal maksudnya,2,0
akun banned download play store,1,0
hey admin peti kupon premium game,5,2
download data game dijeda asam dijeda manual,3,1
game bagus,5,2
game bagus seru versi handphone kentang,3,1
update aplikasi isinya bug cheat,3,1
pensiun uninstall game main gairah memainkan game sekian informasi,1,0
peduli orang bilang bug bug bug bug game dikenang sahabat keluarga saran banyaknya keluhan teman teman pensiun keberatan mode battle banget adakan tertarik menguras ruang penyimpanan smartphone kawan kawan bug kadang fun,4,2
buka,3,1
mendingan,4,2
keren pubg free fire grafis buruk,5,2
frame drop,4,2
mohon maaf pensiun pubg device mendukung bilang pubg menurunkan ukuran kenyataan ukuran,1,0
hoki,5,2
maaf admin bintang minus gamenya lag bug mengangkat teman rekan knock turunkan meresahkan admin granat turunkan main peta livik pakai scope kadang turunkan overall gameplay fitur mantap,4,2
game update fitur tambahkan fitur bug diurus tambahkan skin urus bug menyesal main ukurannya update bug diurus bug,1,0
keren banget kusuka,4,2
ok,4,2
parah lag bug gila sinyalnya spray hit,3,1
pubg mobile terbaik,4,2
kasih bintang kasih hoki,3,1
admin mengalami update bug suara senjata terdengar tunggal burst admin solusi solusi relog handphone relog game coba admin,2,0
download reset suruh download ulang,2,0
bintang naikkan kasih bintang mengatasi bug game karakter musuh kepalanya game pegang senjata senjatanya scope musuh step musuh musuh mati mengalami apartemen school semoga keluhan bermain game samping terbaca tencent sekian player terima kasih,3,1
pencabutan izin admin login,3,1
wahyu babi,2,0
handphone tahan,3,1
request sniper baretta spr bikinan indonesia game orang indonesia main pubg apresiasi,4,2
maaf kasih bintang kendala bug bermain bermain death match player bug rumah kayu mohon bantuan bug kurangkan,3,1
berubah pikiran game terbaik pubg mobile kasih bintang,5,2
musim bug suara lekas perbaiki masak suara tembak musuh tunggal fire tembakkan musuh pakai smg senapan ringan tunggal fire,4,2
lag sinyal kadang pakai wifi,3,1
maaf main crash livik lokasi reeds fps drop crash parahnya crash kecuali lobi handphone mohon kali diperbaiki ulasanku terima kasih,3,1
handphone murah main otomatis banting,1,0
paham,1,0
kasih bintang handphone redmi mengaktifkan giroskop mohon maaf,4,2
tersiksa,3,1
sulit admin noob,4,2
region masuk chear park region indonesia region indonesia masuk chear park region,3,1
free fire grafis buruk,5,2
tersiksa,3,1
menghibur,4,2
mari coba,5,2
bagus tolong developernya biar handphone kentang lancar lancar banget main game player pensiun gara gara handphonenya kuat main salah satunya,4,2
cheat,4,2
bagus,1,0
gamenya berat,3,1
tolong gamenya perbaiki bug,3,1
update suara senjatanya diubah enak telinga bass keras kali,2,0
game bagus,5,2
game rusak musuh bug sinyal jelek pakai wifi,1,0
gamenya keren sulit kontrol,4,2
bagus memancing emosi sinyalnya buruk,3,1
masuk match macet loading screen main handphone spesifikasi octacore room sinyal lumayan lancar kiamat masuk match,1,0
ok,4,2
game jelek,5,2
rumah elit looting sulit,4,2
tolong perbaiki sinyal sinyal bermain sinyal menambah merah sinyal wifi bagus mohon perbaiki admin,2,0
mohon maaf kurangi bintangnya bug mikropon kendaraan kejadian tanggal rabu agustus kejadian banget teman tembok bom relog habis mengalami mikropon musuh mati teman tolong diperhatikan benarkan,4,2
masuk game game buka,3,1
sekian pergi malas,4,2
mohon pendapat sarannya game kendala game start menu utama mohon bantuannya,4,2
mohon developer urus frame handphone sanggup menahannya keseringan frame freeze player android nyaman memilih pensiun memilih game mainkan handphone free fire contohnya,3,1
bug suara dimana suaranya kebalik arah suara tembakkan arah timur orangnya tembak disebelah barat bingung tolong fixed secepatnya berlaku kendaraan,3,1
mohon developer urus frame handphone sanggup menahannya keseringan frame freeze player android nyaman memilih pensiun memilih game mainkan handphone free fire contohnya,3,1
developer tolong perbaiki terkait giga byte giga byte giga byte gameplay sulit gerakkan bug jendela turun jendela bug gerakkan analog bunuh musuh tolong perbaiki terkait bug jendela tolong,4,2
tolong bug suara tembaknya perbaiki suara handphone teman menembak handphone bunyi tunggal asyik,1,0
game bagus,5,2
mantap,3,1
bug terjun pesawat mengalami bug,2,0
game belajar miskin kalah uang,4,2
gema jelek,2,0
gamenya seru semenjak aturan tiernya dibawah main bareng teman,3,1
game bug sinyal jelek sinyal bawaan bagus,2,0
kasih bintang download,2,0
berat ukuran,5,2
maaf bintang berubah bug grafis patah cacat berakibat mati mendarat sulit peringkatnya samsung giga byte bertemu peringkat maaf mind mohon perbaiki,2,0
ok ok,4,2
game haram,1,0
gila update,3,1
ok,4,2
ok,3,1
mengalami first parah musuh handphone snapdragon speak lumayan bagus tolong update kurangi first hilangkan senjata event perbaiki firstnya terima kasih,3,1
bug fixed skin fixed,1,0
bug game pubg ayolah perbaiki malas rank turun gara bug meresahkan,1,0
tahan cepat panas mudah meledak,4,2
bagus,3,1
budi gaming,1,0
game asap,1,0
dear tencent matchmaking membutuhkan menit,2,0
mikropon kadang berfungsi,3,1
pubg rusak bug merugikan tembak musuh kena hit masuk musuh mati mati mohon perbaiki mohon pubg krafton tencent mohon tinjau ulang game mengalamin siang main tembak musuh kena tipis mati mati,3,1
lumayan bagus,3,1
login facebook,2,0
game seru anjing,5,2
game bagus update login aplikasi macet download ulang update download ulang peta parah,5,2
tencent pelit buka peti isinya sampah error recall reconnecting error,1,0
permainan bagus,4,2
game bagus muda kill loading menyebalkan tolong upgrade percepatkan tolong,3,1
menurun peminat,2,0
bagus,5,2
tolong misi royale batasi musim terima kasih,3,1
mode miring muncul layar,3,1
game bagus,5,2
game teaming internasional,1,0
semenjak update force tutup parah game,3,1
banyakkan update handphone kentang really buruk,4,2
mohon maaf pubg menarik diperbagus bermain pubg,3,1
kadang lag kadang ok,4,2
pindah free fire malas main free fire habis habiskan,5,2
garena tolong nerf hero julian xavier sakit garena,4,2
berat gamenya,5,2
mantap,4,2
top,5,2
maaf main pubg handphone kuat player pubg pubg nyaman tangan update handphone kuat main patah handphone lag pamit,2,0
bug tolong diperbaiki,1,0
bagus terkadang frame drop emosi kasar mohon perbaiki admin,4,2
game bagus banned download grafis bagus bagus,4,2
hati kau tencent kasihan handphone kentang penyimpanan,2,0
bagus,5,2
game bug update musim mengesalkan kakak cheat server intinya cacatlah,2,0
komentar,4,2
berat game,2,0
ok tunggu update mode vs kali hadir mode vs player mementingkan tier bermain fun terima kasih,5,2
kakak,5,2
sepi,1,0
kakak tolong sensitivitas pubg handphone oppo,5,2
game bug,1,0
enak game seru,4,2
free fire bagus,5,2
main menunggu ganti device,5,2
game cocok handphone update habis device,1,0
teruntuk player pemain bermain game patah patah gamenya spesifikasi handphone player,3,1
berkas tolong hapus tumpuk sampahnya terima kasih,3,1
data peta download hilang,2,0
hai tencent malas main game berat sinyal bagus teman main gara lag lambat berat,1,0
coba update berfaedah,3,1
bagus sulit bintang,4,2
laut gamenya,5,2
gamenya seru zona livik cepat tolong koreksi,4,2
game haram,1,0
gamenya bagus keren bagus,3,1
